sequence	cell_diameter	cell_length	doubling_h	growth_tmp	optimum_tmp	optimum_ph	genome_size	gc_content	coding_genes	rRNA16S_genes	tRNA_genes	gram_stain	sporulation	motility	range_salinity	facultative_respiration	anaerobic_respiration	aerobic_respiration	mesophilic_range_tmp	thermophilic_range_tmp	psychrophilic_range_tmp	bacillus_cell_shape	coccus_cell_shape	filament_cell_shape	coccobacillus_cell_shape	vibrio_cell_shape	spiral_cell_shape	cell_diameter_nsti	cell_length_nsti	doubling_h_nsti	growth_tmp_nsti	optimum_tmp_nsti	optimum_ph_nsti	genome_size_nsti	gc_content_nsti	coding_genes_nsti	rRNA16S_genes_nsti	tRNA_genes_nsti	gram_stain_nsti	sporulation_nsti	motility_nsti	range_salinity_nsti	facultative_respiration_nsti	anaerobic_respiration_nsti	aerobic_respiration_nsti	mesophilic_range_tmp_nsti	thermophilic_range_tmp_nsti	psychrophilic_range_tmp_nsti	bacillus_cell_shape_nsti	coccus_cell_shape_nsti	filament_cell_shape_nsti	coccobacillus_cell_shape_nsti	vibrio_cell_shape_nsti	spiral_cell_shape_nsti
922aa608fd1e1f149a970fa807e838bf	-0.3875	0.2621	0.8624	35.54	40.11	6.617	5.415e+06	59.02	 4246	1.441	47.89	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1.177483	1.177483	1.193583	0.327483	1.177483	1.177483	0.437883	0.437883	0.437883	0.437883	0.437883	0.07557	0.07557	0.07557	1.193583	0.07557	0.07557	0.07557	1.193583	1.193583	1.193583	0.07557	0.07557	0.07557	0.07557	0.07557	0.07557
bef89916bd7560f4db8e22697a464a7c	-0.3875	0.2621	0.8624	35.54	40.11	6.617	5.415e+06	59.02	 4246	1.441	47.89	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1.190926	1.190926	1.207026	0.340926	1.190926	1.190926	0.451326	0.451326	0.451326	0.451326	0.451326	0.087453	0.087453	0.087453	1.207026	0.087453	0.087453	0.087453	1.207026	1.207026	1.207026	0.087453	0.087453	0.087453	0.087453	0.087453	0.087453
da684644a13977232994646308d7e26b	-0.3875	0.2621	0.8624	35.54	40.11	6.617	5.415e+06	59.02	 4246	1.441	47.89	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1.191475	1.191475	1.207575	0.341475	1.191475	1.191475	0.451875	0.451875	0.451875	0.451875	0.451875	0.0878	0.0878	0.0878	1.207575	0.0878	0.0878	0.0878	1.207575	1.207575	1.207575	0.0878	0.0878	0.0878	0.0878	0.0878	0.0878
fd578af77cc6c5635de5aae7f4b3c097	-0.3875	0.2621	0.8624	35.54	40.11	6.617	5.415e+06	59.02	 4246	1.441	47.89	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1.200953	1.200953	1.217053	0.350953	1.200953	1.200953	0.461353	0.461353	0.461353	0.461353	0.461353	0.096062	0.096062	0.096062	1.217053	0.096062	0.096062	0.096062	1.217053	1.217053	1.217053	0.096062	0.096062	0.096062	0.096062	0.096062	0.096062
3c552af5bc070a19d5365a7c5abd88ce	-0.3875	0.2621	0.8624	35.54	40.11	6.617	5.415e+06	59.02	 4246	1.441	47.89	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1.200969	1.200969	1.217069	0.350969	1.200969	1.200969	0.461369	0.461369	0.461369	0.461369	0.461369	0.096064	0.096064	0.096064	1.217069	0.096064	0.096064	0.096064	1.217069	1.217069	1.217069	0.096064	0.096064	0.096064	0.096064	0.096064	0.096064
d0296ae9bc264a126d25f7992d9b33bc	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
5a94b3f7582598eb43775bcc6ad0d115	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
5b0df99ebf0e1d2100ff0deade26d2bb	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
5b96acd95c9a1ee300f276ea842bd747	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
69310b3ec5324edc80f6fb453c3c19ac	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
872dd5c95a1de8a982d20cf6fff24177	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
9312cb301980a61da6c650e39091f03f	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
a48a70efcb392f0241b122d7624d111e	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
a55ee7ace2e111834e2e5c9fba7719dc	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
58c51452d1de1e58814868e0fad52835	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
d09be740868858affa149a5ff181c7dc	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
d79f874cdc6c46b7861b55eaeb0a6f8f	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
da6f7b89d948813aa28a5be0ae1d59d7	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
daa9b0aab232e272954b0571dbc07ae8	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
e1bac98255331228fc926fb86fce0936	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
ea723ffe4724b5a06d73122ef8bdbf8b	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
eb9e8c7ecab074b8c0990231406d10bd	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
f454308d9eda70e5842c7dfcc0a58fa3	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
396fe62d11e71ccbc6d2d44811beb30f	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
1140b18d23be5c5a49e95d92d4724bd9	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
1b45dc019f8fe6facfb7cf4c6d0db2b1	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
1bf50488cee30f6cb175d7281a94ad3a	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
1fe6984c472cd52e04c20f6877ef85f5	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
23084681a29c2d16268cce6fd4423c0b	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
236296d1a0116d66c129c1895287cb91	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
2bb415dd1713729e58fd1b557376b171	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
323de392ce8e354f9611645f38404cb7	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
04aa84a1f626c32928a6e9391ba5117b	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
3ea416b56b6c6e78b8b2db5c690c94f4	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
44f973d39f98b7d23a247f5e21b4f2f7	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
457f5b81ffbc3f02bc60064f08f2360f	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
4828ee4bfa62b9bf6bf38763957c1a0f	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
483548e93931f618f15c25a1c92b49f7	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
4896edab4e7ef9d6f68641e3aac90a38	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
4ac1b314e22c29a0fcedccb973e51e85	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
55b9eabb1f504e9a4de3d58fbeb311ae	-0.3505	0.1512	0.9745	34.34	38.88	6.077	5.192e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.605711	0.605711	0.906511	0.605711	0.605711	0.799411	0.605711	0.676511	0.877911	0.877911	0.877911	0.605711	0.605711	0.605711	1.154711	0.605711	0.605711	0.605711	0.928411	0.928411	0.928411	0.605711	0.605711	0.605711	0.605711	0.605711	0.605711
1d2d34dc37ad73831f944838a3964f05	-0.3169	0.1439	1.002	31.57	34.91	5.847	5.336e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.377061	0.377061	0.484161	0.377061	0.377061	0.377061	0.430561	0.461961	0.461961	0.461961	0.461961	0.377061	0.377061	0.377061	1.239561	0.377061	0.377061	0.377061	0.506061	0.506061	0.506061	0.377061	0.377061	0.377061	0.377061	0.377061	0.377061
4644240cff7e6787eac86a15c0629be0	-0.3169	0.1439	1.002	31.57	34.91	5.847	5.336e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.377061	0.377061	0.484161	0.377061	0.377061	0.377061	0.430561	0.461961	0.461961	0.461961	0.461961	0.377061	0.377061	0.377061	1.239561	0.377061	0.377061	0.377061	0.506061	0.506061	0.506061	0.377061	0.377061	0.377061	0.377061	0.377061	0.377061
511d255d12a1140d8a1223c70e15b938	-0.3169	0.1439	1.002	31.57	34.91	5.847	5.336e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.377061	0.377061	0.484161	0.377061	0.377061	0.377061	0.430561	0.461961	0.461961	0.461961	0.461961	0.377061	0.377061	0.377061	1.239561	0.377061	0.377061	0.377061	0.506061	0.506061	0.506061	0.377061	0.377061	0.377061	0.377061	0.377061	0.377061
59898422e39341ce5095e8368eee0aab	-0.3169	0.1439	1.002	31.57	34.91	5.847	5.336e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.377061	0.377061	0.484161	0.377061	0.377061	0.377061	0.430561	0.461961	0.461961	0.461961	0.461961	0.377061	0.377061	0.377061	1.239561	0.377061	0.377061	0.377061	0.506061	0.506061	0.506061	0.377061	0.377061	0.377061	0.377061	0.377061	0.377061
702e0ef41beca2ab7f8d35c335ac5603	-0.3169	0.1439	1.002	31.57	34.91	5.847	5.336e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.377061	0.377061	0.484161	0.377061	0.377061	0.377061	0.430561	0.461961	0.461961	0.461961	0.461961	0.377061	0.377061	0.377061	1.239561	0.377061	0.377061	0.377061	0.506061	0.506061	0.506061	0.377061	0.377061	0.377061	0.377061	0.377061	0.377061
e479f0777b6526c59977ac8b7fd43cba	-0.3169	0.1439	1.002	31.57	34.91	5.847	5.336e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.377061	0.377061	0.484161	0.377061	0.377061	0.377061	0.430561	0.461961	0.461961	0.461961	0.461961	0.377061	0.377061	0.377061	1.239561	0.377061	0.377061	0.377061	0.506061	0.506061	0.506061	0.377061	0.377061	0.377061	0.377061	0.377061	0.377061
bc6b50bf98442b99dce4e38c0e3a8454	-0.3169	0.1439	1.002	31.57	34.91	5.847	5.336e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.585314	0.585314	0.524213	0.524213	0.585314	0.585314	0.510012	0.807711	0.807711	0.807711	0.807711	0.510012	0.510012	0.585314	1.265511	0.524213	0.524213	0.524213	0.851811	0.851811	0.851811	0.722811	0.722811	0.722811	0.722811	0.722811	0.722811
b48b946c5e34757103ac1875912b266b	-0.3169	0.1439	1.002	31.57	34.91	5.847	5.336e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.585314	0.585314	0.524213	0.524213	0.585314	0.585314	0.510012	0.807711	0.807711	0.807711	0.807711	0.510012	0.510012	0.585314	1.265511	0.524213	0.524213	0.524213	0.851811	0.851811	0.851811	0.722811	0.722811	0.722811	0.722811	0.722811	0.722811
9768ab71f359c5884bfb6a2295493978	-0.3169	0.1439	1.002	31.57	34.91	5.847	5.336e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.585314	0.585314	0.524213	0.524213	0.585314	0.585314	0.510012	0.807711	0.807711	0.807711	0.807711	0.510012	0.510012	0.585314	1.265511	0.524213	0.524213	0.524213	0.851811	0.851811	0.851811	0.722811	0.722811	0.722811	0.722811	0.722811	0.722811
7c4d73bc9eb5c7d49983f9cd929b37e3	-0.3169	0.1439	1.002	31.57	34.91	5.847	5.336e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.585314	0.585314	0.524213	0.524213	0.585314	0.585314	0.510012	0.807711	0.807711	0.807711	0.807711	0.510012	0.510012	0.585314	1.265511	0.524213	0.524213	0.524213	0.851811	0.851811	0.851811	0.722811	0.722811	0.722811	0.722811	0.722811	0.722811
72af6a83f212ea887e5f5bd4bed6812b	-0.3169	0.1439	1.002	31.57	34.91	5.847	5.336e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.585314	0.585314	0.524213	0.524213	0.585314	0.585314	0.510012	0.807711	0.807711	0.807711	0.807711	0.510012	0.510012	0.585314	1.265511	0.524213	0.524213	0.524213	0.851811	0.851811	0.851811	0.722811	0.722811	0.722811	0.722811	0.722811	0.722811
558a2bb9b9b407fe554e4cc435a1cb0b	-0.3169	0.1439	1.002	31.57	34.91	5.847	5.336e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.585314	0.585314	0.524213	0.524213	0.585314	0.585314	0.510012	0.807711	0.807711	0.807711	0.807711	0.510012	0.510012	0.585314	1.265511	0.524213	0.524213	0.524213	0.851811	0.851811	0.851811	0.722811	0.722811	0.722811	0.722811	0.722811	0.722811
5e7080f4e66e28ea16532838ea403a39	-0.3169	0.1439	1.002	31.57	34.91	5.847	5.336e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.591094	0.591094	0.529993	0.529993	0.591094	0.591094	0.515792	1.007495	1.007495	1.007495	1.007495	0.515792	0.515792	0.591094	1.465295	0.529993	0.529993	0.529993	1.051595	1.051595	1.051595	0.922595	0.922595	0.922595	0.922595	0.922595	0.922595
391ae0b02c72153350c95ddbc030d78f	-0.3169	0.1439	1.002	31.57	34.91	5.847	5.336e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.411422	0.411422	0.350321	0.350321	0.411422	0.411422	0.33612	0.957149	0.957149	0.957149	0.957149	0.33612	0.33612	0.411422	1.414949	0.350321	0.350321	0.350321	1.001249	1.001249	1.001249	0.872249	0.872249	0.872249	0.872249	0.872249	0.872249
f8e6d246d82fc4250ed4e9117c3dc31e	-0.3169	0.1439	1.002	31.57	34.91	5.847	5.336e+06	59.04	 4002	1.412	47.99	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.406188	0.406188	0.345087	0.345087	0.406188	0.406188	0.330886	0.952195	0.952195	0.952195	0.952195	0.330886	0.330886	0.406188	1.409995	0.345087	0.345087	0.345087	0.996295	0.996295	0.996295	0.867295	0.867295	0.867295	0.867295	0.867295	0.867295
