sequence	cell_diameter	cell_length	doubling_h	growth_tmp	optimum_tmp	optimum_ph	genome_size	gc_content	coding_genes	rRNA16S_genes	tRNA_genes	gram_stain	sporulation	motility	range_salinity	facultative_respiration	anaerobic_respiration	aerobic_respiration	mesophilic_range_tmp	thermophilic_range_tmp	psychrophilic_range_tmp	bacillus_cell_shape	coccus_cell_shape	filament_cell_shape	coccobacillus_cell_shape	vibrio_cell_shape	spiral_cell_shape	cell_diameter_nsti	cell_length_nsti	doubling_h_nsti	growth_tmp_nsti	optimum_tmp_nsti	optimum_ph_nsti	genome_size_nsti	gc_content_nsti	coding_genes_nsti	rRNA16S_genes_nsti	tRNA_genes_nsti	gram_stain_nsti	sporulation_nsti	motility_nsti	range_salinity_nsti	facultative_respiration_nsti	anaerobic_respiration_nsti	aerobic_respiration_nsti	mesophilic_range_tmp_nsti	thermophilic_range_tmp_nsti	psychrophilic_range_tmp_nsti	bacillus_cell_shape_nsti	coccus_cell_shape_nsti	filament_cell_shape_nsti	coccobacillus_cell_shape_nsti	vibrio_cell_shape_nsti	spiral_cell_shape_nsti
f5ea1ae5126731a0f1340338888e751f	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1.30918	1.30918	1.30918	1.30918	1.30918	1.30918	0.982979	0.982979	1.30918	1.30918	1.30918	1.30918	1.30918	1.30918	1.805279	1.30918	1.30918	1.30918	0.982979	0.982979	0.982979	1.30918	1.30918	1.30918	1.30918	1.30918	1.30918
55f16af60e2b6305277a3490e257c847	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1.308265	1.308265	1.308265	1.308265	1.308265	1.308265	0.982064	0.982064	1.308265	1.308265	1.308265	1.308265	1.308265	1.308265	1.804364	1.308265	1.308265	1.308265	0.982064	0.982064	0.982064	1.308265	1.308265	1.308265	1.308265	1.308265	1.308265
c6096fc948b673b60eb0266669371f5a	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	1.329676	1.329676	1.329676	1.329676	1.329676	1.329676	1.003475	1.003475	1.329676	1.329676	1.329676	1.329676	1.329676	1.329676	1.825775	1.329676	1.329676	1.329676	1.003475	1.003475	1.003475	1.329676	1.329676	1.329676	1.329676	1.329676	1.329676
142591a7336665437b22406dbd8657ad	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1.333067	1.333067	1.333067	1.333067	1.333067	1.333067	1.006866	1.006866	1.333067	1.333067	1.333067	1.333067	1.333067	1.333067	1.829166	1.333067	1.333067	1.333067	1.006866	1.006866	1.006866	1.333067	1.333067	1.333067	1.333067	1.333067	1.333067
01ab60fc6ddcd92efcb97d1c956ebb3d	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1.337388	1.337388	1.337388	1.337388	1.337388	1.337388	1.011187	1.011187	1.337388	1.337388	1.337388	1.337388	1.337388	1.337388	1.833487	1.337388	1.337388	1.337388	1.011187	1.011187	1.011187	1.337388	1.337388	1.337388	1.337388	1.337388	1.337388
f0050495e2a5983822593d57595b8157	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1.34187	1.34187	1.34187	1.34187	1.34187	1.34187	1.015669	1.015669	1.34187	1.34187	1.34187	1.34187	1.34187	1.34187	1.837969	1.34187	1.34187	1.34187	1.015669	1.015669	1.015669	1.34187	1.34187	1.34187	1.34187	1.34187	1.34187
32c4c3676ae11631e69ed398284e8e91	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1.320823	1.320823	1.320823	1.320823	1.320823	1.320823	0.994622	0.994622	1.320823	1.320823	1.320823	1.320823	1.320823	1.320823	1.816922	1.320823	1.320823	1.320823	0.994622	0.994622	0.994622	1.320823	1.320823	1.320823	1.320823	1.320823	1.320823
ec1e568c0687b8f9c52784d82dfbb7c7	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1.32022	1.32022	1.32022	1.32022	1.32022	1.32022	0.994019	0.994019	1.32022	1.32022	1.32022	1.32022	1.32022	1.32022	1.816319	1.32022	1.32022	1.32022	0.994019	0.994019	0.994019	1.32022	1.32022	1.32022	1.32022	1.32022	1.32022
c0a04cf8301bfcac94e19dd8f7aa01d0	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1.32942	1.32942	1.32942	1.32942	1.32942	1.32942	1.003219	1.003219	1.32942	1.32942	1.32942	1.32942	1.32942	1.32942	1.825519	1.32942	1.32942	1.32942	1.003219	1.003219	1.003219	1.32942	1.32942	1.32942	1.32942	1.32942	1.32942
87df22f2676ffc06a016f0344a196288	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1.330417	1.330417	1.330417	1.330417	1.330417	1.330417	1.004216	1.004216	1.330417	1.330417	1.330417	1.330417	1.330417	1.330417	1.826516	1.330417	1.330417	1.330417	1.004216	1.004216	1.004216	1.330417	1.330417	1.330417	1.330417	1.330417	1.330417
229f6fd87fddbbd4eddfac981744dd44	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1.331324	1.331324	1.331324	1.331324	1.331324	1.331324	1.005123	1.005123	1.331324	1.331324	1.331324	1.331324	1.331324	1.331324	1.827423	1.331324	1.331324	1.331324	1.005123	1.005123	1.005123	1.331324	1.331324	1.331324	1.331324	1.331324	1.331324
cc6ee45abb515bed4c96435334b50cfe	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1.334719	1.334719	1.334719	1.334719	1.334719	1.334719	1.008518	1.008518	1.334719	1.334719	1.334719	1.334719	1.334719	1.334719	1.830818	1.334719	1.334719	1.334719	1.008518	1.008518	1.008518	1.334719	1.334719	1.334719	1.334719	1.334719	1.334719
47a4c380b2f5ca52473e502decd4d2eb	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1.38334	1.38334	1.38334	1.38334	1.38334	1.38334	1.057139	1.057139	1.38334	1.38334	1.38334	1.38334	1.38334	1.38334	1.879439	1.38334	1.38334	1.38334	1.057139	1.057139	1.057139	1.38334	1.38334	1.38334	1.38334	1.38334	1.38334
7f5a607d784867e14fe9fd58111fe7ba	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1.360742	1.360742	1.360742	1.360742	1.360742	1.360742	1.034541	1.034541	1.360742	1.360742	1.360742	1.360742	1.360742	1.360742	1.856841	1.360742	1.360742	1.360742	1.034541	1.034541	1.034541	1.360742	1.360742	1.360742	1.360742	1.360742	1.360742
039da645fe1a5ddc7a4286854db0b1ad	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1.379832	1.379832	1.379832	1.379832	1.379832	1.379832	1.053631	1.053631	1.379832	1.379832	1.379832	1.379832	1.379832	1.379832	1.875931	1.379832	1.379832	1.379832	1.053631	1.053631	1.053631	1.379832	1.379832	1.379832	1.379832	1.379832	1.379832
2bd94329f1f344d6364e7543c9aba72d	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1.378181	1.378181	1.378181	1.378181	1.378181	1.378181	1.05198	1.05198	1.378181	1.378181	1.378181	1.378181	1.378181	1.378181	1.87428	1.378181	1.378181	1.378181	1.05198	1.05198	1.05198	1.378181	1.378181	1.378181	1.378181	1.378181	1.378181
aa3f6125d5f7f282583964d843f6c43b	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	1.166581	1.166581	1.166581	1.166581	1.166581	1.166581	0.84038	0.84038	1.166581	1.166581	1.166581	1.166581	1.166581	1.166581	1.66268	1.166581	1.166581	1.166581	0.84038	0.84038	0.84038	1.166581	1.166581	1.166581	1.166581	1.166581	1.166581
df91e8d1bcadd5078bc9d0a95f5d2e36	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	1.166309	1.166309	1.166309	1.166309	1.166309	1.166309	0.840108	0.840108	1.166309	1.166309	1.166309	1.166309	1.166309	1.166309	1.662408	1.166309	1.166309	1.166309	0.840108	0.840108	0.840108	1.166309	1.166309	1.166309	1.166309	1.166309	1.166309
4ec0b08dac53e2685836b90b3ea3b1fb	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1.166942	1.166942	1.166942	1.166942	1.166942	1.166942	0.840741	0.840741	1.166942	1.166942	1.166942	1.166942	1.166942	1.166942	1.663041	1.166942	1.166942	1.166942	0.840741	0.840741	0.840741	1.166942	1.166942	1.166942	1.166942	1.166942	1.166942
49ce3d0347c15f28f176ee9db7ec1ab5	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	1.167594	1.167594	1.167594	1.167594	1.167594	1.167594	0.841393	0.841393	1.167594	1.167594	1.167594	1.167594	1.167594	1.167594	1.663693	1.167594	1.167594	1.167594	0.841393	0.841393	0.841393	1.167594	1.167594	1.167594	1.167594	1.167594	1.167594
32693fa781177a8a11193d3d1a525fd9	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1.074334	1.074334	1.074334	1.074334	1.074334	1.074334	0.748133	0.748133	1.074334	1.074334	1.074334	1.074334	1.074334	1.074334	1.570433	1.074334	1.074334	1.074334	0.748133	0.748133	0.748133	1.074334	1.074334	1.074334	1.074334	1.074334	1.074334
6866b4437dc8f7e0a3c713b14994ca03	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1.075626	1.075626	1.075626	1.075626	1.075626	1.075626	0.749425	0.749425	1.075626	1.075626	1.075626	1.075626	1.075626	1.075626	1.571725	1.075626	1.075626	1.075626	0.749425	0.749425	0.749425	1.075626	1.075626	1.075626	1.075626	1.075626	1.075626
cd6b501addce71ae224c837e1b161b6e	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1.084733	1.084733	1.084733	1.084733	1.084733	1.084733	0.758532	0.758532	1.084733	1.084733	1.084733	1.084733	1.084733	1.084733	1.580832	1.084733	1.084733	1.084733	0.758532	0.758532	0.758532	1.084733	1.084733	1.084733	1.084733	1.084733	1.084733
8b8b1e78c71fdd20cf7528eef8f8b1d7	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1.084367	1.084367	1.084367	1.084367	1.084367	1.084367	0.758166	0.758166	1.084367	1.084367	1.084367	1.084367	1.084367	1.084367	1.580466	1.084367	1.084367	1.084367	0.758166	0.758166	0.758166	1.084367	1.084367	1.084367	1.084367	1.084367	1.084367
d6468c91a1b7b173ac041ef62c2a120e	-0.286	0.225	 0.47	56.16	54.88	6.732	2.407e+06	47.46	 2627	2.931	55.02	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1.084367	1.084367	1.084367	1.084367	1.084367	1.084367	0.758166	0.758166	1.084367	1.084367	1.084367	1.084367	1.084367	1.084367	1.580466	1.084367	1.084367	1.084367	0.758166	0.758166	0.758166	1.084367	1.084367	1.084367	1.084367	1.084367	1.084367
df489b4ab6604c5adc334ff7cb6d7c90	-0.3089	0.2763	0.5936	54.94	   55	6.769	2.591e+06	46.32	 2501	 2.26	48.93	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0.618067	0.618067	0.618067	0.618067	0.618067	0.618067	0.618067	0.618067	0.618067	0.618067	0.618067	0.618067	0.618067	0.618067	1.457267	0.618067	0.618067	0.618067	0.988667	0.988667	0.988667	0.618067	0.618067	0.618067	0.618067	0.618067	0.618067
93773374d09acf4d66cb39be97194baa	-0.3089	0.2763	0.5936	54.94	   55	6.769	2.591e+06	46.32	 2501	 2.26	48.93	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0.610939	0.610939	0.610939	0.610939	0.610939	0.610939	0.610939	0.610939	0.610939	0.610939	0.610939	0.610939	0.610939	0.610939	1.450139	0.610939	0.610939	0.610939	0.981539	0.981539	0.981539	0.610939	0.610939	0.610939	0.610939	0.610939	0.610939
d71a7f78792e39dc9a8d0af912b2412e	-0.3089	0.2763	0.5936	54.94	   55	6.769	2.591e+06	46.32	 2501	 2.26	48.93	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0.611286	0.611286	0.611286	0.611286	0.611286	0.611286	0.611286	0.611286	0.611286	0.611286	0.611286	0.611286	0.611286	0.611286	1.450486	0.611286	0.611286	0.611286	0.981886	0.981886	0.981886	0.611286	0.611286	0.611286	0.611286	0.611286	0.611286
a6f423af37712ceec47bef17aca9e6e1	-0.3089	0.2763	0.5936	54.94	   55	6.769	2.591e+06	46.32	 2501	 2.26	48.93	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0.611287	0.611287	0.611287	0.611287	0.611287	0.611287	0.611287	0.611287	0.611287	0.611287	0.611287	0.611287	0.611287	0.611287	1.450487	0.611287	0.611287	0.611287	0.981887	0.981887	0.981887	0.611287	0.611287	0.611287	0.611287	0.611287	0.611287
95f13fa34b03b9e88eafd991fd774aa7	-0.3089	0.2763	0.5936	54.94	   55	6.769	2.591e+06	46.32	 2501	 2.26	48.93	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0.611111	0.611111	0.611111	0.611111	0.611111	0.611111	0.611111	0.611111	0.611111	0.611111	0.611111	0.611111	0.611111	0.611111	1.450311	0.611111	0.611111	0.611111	0.981711	0.981711	0.981711	0.611111	0.611111	0.611111	0.611111	0.611111	0.611111
a0033b7e77f7cf88aff21cf242b50ea5	-0.3089	0.2763	0.5936	54.94	   55	6.769	2.591e+06	46.32	 2501	 2.26	48.93	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0.611592	0.611592	0.611592	0.611592	0.611592	0.611592	0.611592	0.611592	0.611592	0.611592	0.611592	0.611592	0.611592	0.611592	1.450792	0.611592	0.611592	0.611592	0.982192	0.982192	0.982192	0.611592	0.611592	0.611592	0.611592	0.611592	0.611592
af1dee73478c5a04453d20a0187996e7	-0.3089	0.2763	0.5936	54.94	   55	6.769	2.591e+06	46.32	 2501	 2.26	48.93	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0.618815	0.618815	0.618815	0.618815	0.618815	0.618815	0.618815	0.618815	0.618815	0.618815	0.618815	0.618815	0.618815	0.618815	1.458015	0.618815	0.618815	0.618815	0.989415	0.989415	0.989415	0.618815	0.618815	0.618815	0.618815	0.618815	0.618815
60d3da5f72c185b38be17c2f486ad936	-0.3089	0.2763	0.5936	54.94	   55	6.769	2.591e+06	46.32	 2501	 2.26	48.93	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0.618779	0.618779	0.618779	0.618779	0.618779	0.618779	0.618779	0.618779	0.618779	0.618779	0.618779	0.618779	0.618779	0.618779	1.457979	0.618779	0.618779	0.618779	0.989379	0.989379	0.989379	0.618779	0.618779	0.618779	0.618779	0.618779	0.618779
bdf196f54218298b9ce75b4979d05221	-0.3089	0.2763	0.5936	54.94	   55	6.769	2.591e+06	46.32	 2501	 2.26	48.93	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0.619303	0.619303	0.619303	0.619303	0.619303	0.619303	0.619303	0.619303	0.619303	0.619303	0.619303	0.619303	0.619303	0.619303	1.458503	0.619303	0.619303	0.619303	0.989903	0.989903	0.989903	0.619303	0.619303	0.619303	0.619303	0.619303	0.619303
bed4e6852b4bbea61e8600f9889a5af3	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
6a43c1d76395188f028265dd24d2870e	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
6d3f81b4631c6df2e6b9d4280ed67fff	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
78ff7c8ee8a2fc456ad60c528ea2d7f1	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
7e8927479eff305233fdcefbfdcbbe03	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
880a848f28184f72106c594b57b6c54f	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
98049df59f389023e0058fe21392acde	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
982ad3939adffc6e609441ab58bd0eaf	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
9fbfc90304cf150ddc5c2217ce0a445e	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
69fd2695933cfeed006a1998f267d2bf	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
c0bd54290473ccf8091bb05e1035ed52	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
cd3873225e83feba98b857887fe85b8e	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
d084bc0cd7c6bdaebd17a9da9920c07b	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
da5a95cd73acc63af9f962717e4596e6	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
ed2c4acedeb1f9218d92939b1534442a	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
f59ef6f83e0d2b6006b3745feb0cb5c3	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
f7d440c3c142478d2174665492d47c34	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
ff2bbd05bf4761519e97f7809a4b7a9b	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
32d28e9c3450685eb2dd4ba959d1d5d6	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
08f5c9e33680ee18f577f8fb221676d7	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
19bd3a23b90db6daecf69e046a0bd03c	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
1bba66597fb6bb940a3ed122347a67ca	-0.2497	0.3291	 0.63	48.27	49.75	7.055	2.69e+06	55.92	 2797	2.782	51.19	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.326311	1.694111	0.452311	0.452311	0.452311	0.452311	0.452311	0.452311	1.308711	1.308711	1.308711	1.308711	1.308711	1.308711
